year,month,day,hour,miniute,Temperature1,Temperature2,VaporPressure1,VaporPressure2,ShortwavRadiation,AverageNetRadiation,SoilTemperature,WaterContent2,Total Precipitation
2003,1,30,14,0,-3.276,-3.137565,0.131,0.12578959,642.1,1042,-8.2,0.062,0
2003,1,30,14,30,-2.791,-2.66796375,0.134,0.12874336,616.2,1015,-7.624,0.062,0
2003,1,30,15,0,-3.341,-3.20050125,0.125,0.11988205,361.9,612.7,-7.074,0.062,0.4
2003,1,30,15,30,-3.67,-3.5190555,0.097,0.09231353,267.3,452.5,-6.633,0.063,0
2003,1,30,16,0,-3.655,-3.50453175,0.092,0.08739058,310.5,517.8,-6.416,0.063,0
2003,1,30,16,30,-3.311,-3.17145375,0.082,0.07754468,274.1,458.3,-6.297,0.063,0
2003,1,30,17,0,-3.719,-3.56649975,0.091,0.08640599,189.5,313.6,-6.182,0.063,0
2003,1,30,17,30,-4.032,-3.869562,0.103,0.09822107,118.9,195.6,-6.116,0.064,0
2003,1,30,18,0,-4.68,-4.496988,0.102,0.09723648,70.12,117.8,-6.086,0.064,0
2003,1,30,18,30,-6.835,-6.58356675,0.105,0.10019025,19.79,0,-6.127,0.064,0
2003,1,30,19,0,-9.43,-9.0961755,0.1,0.0952673,0.068,0,-6.259,0.064,0
2003,1,30,19,30,-10.7,-10.325853,0.106,0.10117484,0.002,0,-6.462,0.064,0
2003,1,30,20,0,-9.47,-9.1349055,0.104,0.09920566,0,0,-6.697,0.064,0
2003,1,30,20,30,-9.86,-9.512523,0.085,0.08049845,0,0,-6.912,0.064,0
2003,1,30,21,0,-10.81,-10.4323605,0.078,0.07360632,0,0,-7.116,0.064,0
2003,1,30,21,30,-12.02,-11.603943,0.073,0.06868337,0,0,-7.326,0.064,0
2003,1,30,22,0,-14.42,-13.927743,0.07,0.0657296,0,0,-7.553,0.064,0
2003,1,30,22,30,-14.83,-14.3247255,0.068,0.06376042,0,0,-7.792,0.064,0
2003,1,30,23,0,-17.22,-16.638843,0.066,0.06179124,0,0,-8.02,0.064,0
2003,1,30,23,30,-17.51,-16.9196355,0.065,0.06080665,0,0,-8.26,0.064,0
2003,1,31,0,0,-19.88,-19.214388,0.058,0.05391452,0,0,-8.48,0.064,0
2003,1,31,0,30,-20.19,-19.5145455,0.059,0.05489911,0,0,-8.71,0.064,0
2003,1,31,1,0,-21.54,-20.821683,0.054,0.04997616,0,0,-8.94,0.064,0
2003,1,31,1,30,-22.42,-21.673743,0.053,0.04899157,0,0,-9.17,0.063,0
2003,1,31,2,0,-21.79,-21.0637455,0.058,0.05391452,0,0,-9.39,0.063,0
2003,1,31,2,30,-19.9,-19.233753,0.061,0.05686829,0.152,0,-9.6,0.063,0
2003,1,31,3,0,-22.05,-21.3154905,0.057,0.05292993,0,0,-9.79,0.063,0
2003,1,31,3,30,-21.91,-21.1799355,0.059,0.05489911,0.028,0,-9.98,0.063,0
2003,1,31,4,0,-20.09,-19.4177205,0.065,0.06080665,0.004,0,-10.16,0.063,0
2003,1,31,4,30,-20.24,-19.562958,0.065,0.06080665,0.005,0,-10.31,0.063,0
2003,1,31,5,0,-19.08,-18.439788,0.068,0.06376042,0,0,-10.45,0.062,0
2003,1,31,5,30,-18.07,-17.4618555,0.07,0.0657296,0.002,0,-10.57,0.062,0
2003,1,31,6,0,-19.71,-19.0497855,0.064,0.05982206,0,0,-10.68,0.062,0
2003,1,31,6,30,-18.9,-18.265503,0.065,0.06080665,0,0,-10.79,0.062,0
2003,1,31,7,0,-20.8,-20.105178,0.06,0.0558837,0.092,0,-10.92,0.062,0
2003,1,31,7,30,-18.87,-18.2364555,0.068,0.06376042,0.094,0,-11.06,0.062,0
2003,1,31,8,0,-17.95,-17.3456655,0.069,0.06474501,0,0,-11.18,0.062,0
2003,1,31,8,30,-19.16,-18.517248,0.065,0.06080665,1.938,7.66,-11.27,0.062,0
2003,1,31,9,0,-18.11,-17.5005855,0.069,0.06474501,53.14,58.23,-11.36,0.062,0
2003,1,31,9,30,-12.69,-12.2526705,0.083,0.07852927,154,170.8,-11.45,0.062,0
2003,1,31,10,0,-11.74,-11.332833,0.08,0.0755755,253.4,322.4,-11.47,0.062,0
2003,1,31,10,30,-9.87,-9.5222055,0.086,0.08148304,352.3,483,-11.43,0.062,0
2003,1,31,11,0,-8.96,-8.641098,0.082,0.07754468,442.5,636.8,-11.29,0.061,0
2003,1,31,11,30,-7.979,-7.69124475,0.082,0.07754468,518.7,769.9,-11,0.061,0
2003,1,31,12,0,-5.543,-5.33258775,0.077,0.07262173,579.9,889,-10.56,0.061,0
2003,1,31,12,30,-4.144,-3.978006,0.068,0.06376042,623.8,982,-10.01,0.061,0
2003,1,31,13,0,-3.542,-3.3951195,0.069,0.06474501,652.3,1048,-9.43,0.062,0
2003,1,31,13,30,-2.75,-2.6282655,0.065,0.06080665,664.9,1084,-8.84,0.062,0
2003,1,31,14,0,-2.215,-2.11025175,0.065,0.06080665,659.5,1087,-8.24,0.062,0
2003,1,31,14,30,-1.694,-1.6057935,0.067,0.06277583,634.5,1057,-7.654,0.062,0
2003,1,31,15,0,-1.156,-1.084875,0.067,0.06277583,595,996,-7.099,0.062,0
2003,1,31,15,30,-0.396,-0.349005,0.063,0.05883747,545.9,914,-6.585,0.063,0
2003,1,31,16,0,-0.715,-0.65787675,0.053,0.04899157,457.9,761.2,-6.141,0.063,0
2003,1,31,16,30,-0.968,-0.902844,0.049,0.04505321,390.7,648.2,-5.833,0.063,0
2003,1,31,17,0,-1.023,-0.95609775,0.046,0.04209944,322.3,526.9,-5.637,0.064,0
2003,1,31,17,30,-1.48,-1.398588,0.047,0.04308403,228.7,366.5,-5.508,0.064,0
2003,1,31,18,0,-2.225,-2.11993425,0.049,0.04505321,127.9,204,-5.452,0.064,0
2003,1,31,18,30,-4.962,-4.7700345,0.045,0.04111485,31.75,0,-5.487,0.064,0
2003,1,31,19,0,-9.58,-9.241413,0.045,0.04111485,0,0,-5.639,0.065,0
2003,1,31,19,30,-9.19,-8.8637955,0.047,0.04308403,0.054,0,-5.883,0.065,0
2003,1,31,20,0,-10.34,-9.977283,0.042,0.03816108,0,0,-6.157,0.065,0
2003,1,31,20,30,-10.35,-9.9869655,0.039,0.03520731,0.03,0,-6.433,0.065,0
2003,1,31,21,0,-13.8,-13.327428,0.036,0.03225354,0,0,-6.728,0.065,0
2003,1,31,21,30,-17.38,-16.793763,0.033,0.02929977,0,0,-7.035,0.065,0
2003,1,31,22,0,-16.91,-16.3386855,0.036,0.03225354,0,0,-7.338,0.065,0
2003,1,31,22,30,-16.58,-16.019163,0.036,0.03225354,0,0,-7.631,0.065,0
2003,1,31,23,0,-18.4,-17.781378,0.036,0.03225354,0,0,-7.917,0.064,0
2003,1,31,23,30,-17.98,-17.374713,0.037,0.03323813,0,0,-8.18,0.064,0
2003,2,1,0,0,-18.05,-17.4424905,0.038,0.03422272,0,0,-8.42,0.064,0
2003,2,1,0,30,-17.8,-17.200428,0.038,0.03422272,0,0,-8.64,0.064,0
2003,2,1,1,0,-18.86,-18.226773,0.039,0.03520731,0,0,-8.85,0.064,0
2003,2,1,1,30,-18.56,-17.936298,0.04,0.0361919,0,0,-9.05,0.064,0
2003,2,1,2,0,-19.17,-18.5269305,0.042,0.03816108,0.146,0,-9.24,0.063,0
2003,2,1,2,30,-18.64,-18.013758,0.048,0.04406862,0,0,-9.43,0.063,0
2003,2,1,3,0,-19.66,-19.001373,0.048,0.04406862,0,0,-9.6,0.063,0
2003,2,1,3,30,-20.87,-20.1729555,0.047,0.04308403,0,0,-9.76,0.063,0
2003,2,1,4,0,-19.58,-18.923913,0.053,0.04899157,0,0,-9.93,0.063,0
2003,2,1,4,30,-20.64,-19.950258,0.049,0.04505321,0,0,-10.08,0.063,0
2003,2,1,5,0,-22.11,-21.3735855,0.047,0.04308403,0,0,-10.23,0.063,0
2003,2,1,5,30,-22.86,-22.099773,0.045,0.04111485,0,0,-10.39,0.062,0
2003,2,1,6,0,-21.4,-20.686128,0.052,0.04800698,0,0,-10.54,0.062,0
2003,2,1,6,30,-22.54,-21.789933,0.049,0.04505321,0,0,-10.69,0.062,0
2003,2,1,7,0,-23.11,-22.3418355,0.049,0.04505321,0,0,-10.83,0.062,0
2003,2,1,7,30,-23.05,-22.2837405,0.048,0.04406862,0,0,-10.96,0.062,0
2003,2,1,8,0,-23.84,-23.048658,0.047,0.04308403,0,0,-11.09,0.062,0
2003,2,1,8,30,-22.33,-21.5866005,0.053,0.04899157,3.51,7.133,-11.22,0.062,0
2003,2,1,9,0,-20.43,-19.7469255,0.062,0.05785288,33.57,47.74,-11.33,0.062,0
2003,2,1,9,30,-15.18,-14.663613,0.082,0.07754468,128.1,154.3,-11.41,0.062,0
2003,2,1,10,0,-11.43,-11.0326755,0.081,0.07656009,244.4,313.5,-11.42,0.062,0
2003,2,1,10,30,-11.55,-11.1488655,0.079,0.07459091,329.8,454.3,-11.33,0.062,0
2003,2,1,11,0,-9.69,-9.3479205,0.087,0.08246763,421.4,609.2,-11.17,0.062,0
2003,2,1,11,30,-9.01,-8.6895105,0.089,0.08443681,497.8,742.7,-10.88,0.061,0
2003,2,1,12,0,-7.228,-6.964089,0.094,0.08935976,558.4,861,-10.44,0.062,0
2003,2,1,12,30,-6.416,-6.17787,0.098,0.09329812,605.9,960,-9.91,0.062,0
2003,2,1,13,0,-5.027,-4.83297075,0.098,0.09329812,631.5,1022,-9.33,0.062,0
2003,2,1,13,30,-4.067,-3.90345075,0.099,0.09428271,642.4,1053,-8.7,0.062,0
2003,2,1,14,0,-3.103,-2.97005775,0.091,0.08640599,633.9,1053,-8.07,0.062,0
2003,2,1,14,30,-2.855,-2.72993175,0.088,0.08345222,556.8,930,-7.452,0.062,0
2003,2,1,15,0,-2.213,-2.10831525,0.089,0.08443681,501.8,839,-6.906,0.062,0
2003,2,1,15,30,-2.351,-2.24193375,0.093,0.08837517,360.8,607,-6.446,0.063,0
2003,2,1,16,0,-2.383,-2.27291775,0.099,0.09428271,356,595,-6.096,0.063,0
2003,2,1,16,30,-2.371,-2.26129875,0.098,0.09329812,240.8,409.5,-5.821,0.063,0
2003,2,1,17,0,-2.859,-2.73380475,0.099,0.09428271,153.4,258.8,-5.611,0.064,0
2003,2,1,17,30,-2.521,-2.40653625,0.099,0.09428271,197.3,313.8,-5.495,0.064,0
2003,2,1,18,0,-3.25,-3.1123905,0.097,0.09231353,79.98,135.8,-5.425,0.064,0
2003,2,1,18,30,-4.313,-4.14164025,0.093,0.08837517,28.38,0,-5.446,0.064,0
2003,2,1,19,0,-10.75,-10.3742655,0.069,0.06474501,0.187,0,-5.604,0.064,0
2003,2,1,19,30,-14.92,-14.411868,0.06,0.0558837,0,0,-5.874,0.065,0
2003,2,1,20,0,-16.21,-15.6609105,0.062,0.05785288,0,0,-6.179,0.065,0
2003,2,1,20,30,-16.98,-16.406463,0.066,0.06179124,0,0,-6.488,0.065,0
2003,2,1,21,0,-14.41,-13.9180605,0.081,0.07656009,0.025,0,-6.786,0.065,0
2003,2,1,21,30,-15.77,-15.2348805,0.074,0.06966796,0,0,-7.054,0.065,0
2003,2,1,22,0,-15.39,-14.8669455,0.081,0.07656009,0,0,-7.304,0.065,0
2003,2,1,22,30,-16.41,-15.8545605,0.075,0.07065255,0,0,-7.54,0.065,0
2003,2,1,23,0,-17.86,-17.258523,0.068,0.06376042,0,0,-7.762,0.064,0
2003,2,1,23,30,-17.31,-16.7259855,0.075,0.07065255,0,0,-7.979,0.064,0
2003,2,2,0,0,-17.39,-16.8034455,0.074,0.06966796,0,0,-8.18,0.064,0
2003,2,2,0,30,-17.56,-16.968048,0.073,0.06868337,0,0,-8.38,0.064,0
2003,2,2,1,0,-17.54,-16.948683,0.076,0.07163714,0,0,-8.57,0.064,0
2003,2,2,1,30,-18.33,-17.7136005,0.071,0.06671419,0,0,-8.75,0.064,0
2003,2,2,2,0,-18.02,-17.413443,0.079,0.07459091,0,0,-8.93,0.064,0
2003,2,2,2,30,-17.9,-17.297253,0.08,0.0755755,0,0,-9.1,0.063,0
2003,2,2,3,0,-18.64,-18.013758,0.078,0.07360632,0,0,-9.25,0.063,0
2003,2,2,3,30,-18.8,-18.168678,0.076,0.07163714,0,0,-9.39,0.063,0
2003,2,2,4,0,-18.87,-18.2364555,0.076,0.07163714,0,0,-9.54,0.063,0
2003,2,2,4,30,-19.6,-18.943278,0.077,0.07262173,0,0,-9.67,0.063,0
2003,2,2,5,0,-20.06,-19.388673,0.074,0.06966796,0,0,-9.8,0.063,0
2003,2,2,5,30,-18.65,-18.0234405,0.078,0.07360632,0.028,0,-9.92,0.063,0
2003,2,2,6,0,-19.18,-18.536613,0.08,0.0755755,0,0,-10.05,0.063,0
2003,2,2,6,30,-18.69,-18.0621705,0.083,0.07852927,0,0,-10.16,0.062,0
2003,2,2,7,0,-19.57,-18.9142305,0.078,0.07360632,0,0,-10.25,0.062,0
2003,2,2,7,30,-17.87,-17.2682055,0.087,0.08246763,0.334,0,-10.34,0.062,0
2003,2,2,8,0,-18.79,-18.1589955,0.085,0.08049845,0,0,-10.41,0.062,0
2003,2,2,8,30,-20.19,-19.5145455,0.077,0.07262173,2.472,7.795,-10.47,0.062,0
2003,2,2,9,0,-17.84,-17.239158,0.093,0.08837517,47.97,59.15,-10.57,0.062,0
2003,2,2,9,30,-12.89,-12.4463205,0.112,0.10708238,125.7,153,-10.65,0.062,0
2003,2,2,10,0,-11.67,-11.2650555,0.104,0.09920566,200.1,268.2,-10.68,0.062,0
2003,2,2,10,30,-10.13,-9.7739505,0.106,0.10117484,325.8,456,-10.63,0.062,0
2003,2,2,11,0,-8.33,-8.0311005,0.106,0.10117484,403.2,589.8,-10.5,0.062,0
2003,2,2,11,30,-7.059,-6.80045475,0.107,0.10215943,442.1,673.1,-10.22,0.062,0
2003,2,2,12,0,-5.595,-5.38293675,0.109,0.10412861,526.9,824,-9.82,0.062,0
2003,2,2,12,30,-4.186,-4.0186725,0.11,0.1051132,538.4,872,-9.33,0.062,0
2003,2,2,13,0,-2.858,-2.7328365,0.114,0.10905156,608.5,999,-8.75,0.062,0
2003,2,2,13,30,-2.091,-1.99018875,0.117,0.11200533,645.9,1074,-8.16,0.062,0
2003,2,2,14,0,-1.261,-1.18654125,0.117,0.11200533,637.3,1066,-7.528,0.062,0
2003,2,2,14,30,-1.018,-0.9512565,0.112,0.10708238,493.8,837,-6.919,0.063,0
2003,2,2,15,0,-0.979,-0.91349475,0.106,0.10117484,460.4,776.8,-6.396,0.063,0
2003,2,2,15,30,-1.117,-1.04711325,0.105,0.10019025,374.1,630.5,-6.007,0.063,0
2003,2,2,16,0,-1.943,-1.84688775,0.092,0.08739058,378.9,630.8,-5.73,0.063,0
2003,2,2,16,30,-2.693,-2.57307525,0.083,0.07852927,234.3,397.2,-5.526,0.064,0
2003,2,2,17,0,-3.146,-3.0116925,0.077,0.07262173,269.6,442.2,-5.403,0.064,0
2003,2,2,17,30,-3.758,-3.6042615,0.064,0.05982206,201.1,325.2,-5.352,0.064,0
2003,2,2,18,0,-5.727,-5.51074575,0.053,0.04899157,69.38,118.9,-5.336,0.064,0
2003,2,2,18,30,-6.931,-6.67651875,0.049,0.04505321,18.91,0,-5.404,0.065,0
2003,2,2,19,0,-7.405,-7.13546925,0.058,0.05391452,0.652,0,-5.538,0.065,0
2003,2,2,19,30,-7.26,-6.995073,0.074,0.06966796,0,0,-5.7,0.065,0
2003,2,2,20,0,-7.884,-7.599261,0.073,0.06868337,0,0,-5.851,0.065,0
2003,2,2,20,30,-8.71,-8.3990355,0.063,0.05883747,0,0,-5.986,0.065,0
2003,2,2,21,0,-8.6,-8.292528,0.083,0.07852927,0,0,-6.116,0.065,0
2003,2,2,21,30,-9.23,-8.9025255,0.116,0.11102074,0,0,-6.235,0.065,0
2003,2,2,22,0,-9.53,-9.1930005,0.13,0.124805,0,0,-6.336,0.065,0
2003,2,2,22,30,-9.88,-9.531888,0.124,0.11889746,0,0,-6.427,0.065,0
2003,2,2,23,0,-10.25,-9.8901405,0.148,0.14252762,0,0,-6.514,0.065,0
2003,2,2,23,30,-10.3,-9.938553,0.122,0.11692828,0,0,-6.599,0.065,0
2003,2,3,0,0,-10.36,-9.996648,0.116,0.11102074,0,0,-6.686,0.065,0
2003,2,3,0,30,-10.39,-10.0256955,0.102,0.09723648,0,0,-6.774,0.065,0
2003,2,3,1,0,-11.16,-10.771248,0.103,0.09822107,0,0,-6.865,0.065,0
2003,2,3,1,30,-11.55,-11.1488655,0.067,0.06277583,0.003,0,-6.971,0.065,0
2003,2,3,2,0,-13.31,-12.8529855,0.048,0.04406862,0,0,-7.084,0.065,0
2003,2,3,2,30,-16.41,-15.8545605,0.043,0.03914567,0,0,-7.246,0.065,0
2003,2,3,3,0,-15.5,-14.973453,0.048,0.04406862,0.668,0,-7.464,0.065,0
2003,2,3,3,30,-13.94,-13.462983,0.053,0.04899157,0.014,0,-7.654,0.065,0
2003,2,3,4,0,-14.9,-14.392503,0.061,0.05686829,0,0,-7.809,0.064,0
2003,2,3,4,30,-18.17,-17.5586805,0.057,0.05292993,0,0,-7.97,0.064,0
2003,2,3,5,0,-20.07,-19.3983555,0.05,0.0460378,0,0,-8.15,0.064,0
2003,2,3,5,30,-20.83,-20.1342255,0.037,0.03323813,0,0,-8.35,0.064,0
2003,2,3,6,0,-18.81,-18.1783605,0.035,0.03126895,0.223,0,-8.58,0.064,0
2003,2,3,6,30,-15.18,-14.663613,0.04,0.0361919,1.367,0,-8.8,0.064,0
2003,2,3,7,0,-14.43,-13.9374255,0.045,0.04111485,0.473,0,-8.96,0.064,0
2003,2,3,7,30,-14.07,-13.5888555,0.047,0.04308403,0.084,0,-9.05,0.064,0
2003,2,3,8,0,-16.15,-15.6028155,0.043,0.03914567,0,0,-9.11,0.064,0
2003,2,3,8,30,-18.23,-17.6167755,0.041,0.03717649,4.793,10.98,-9.2,0.063,0
2003,2,3,9,0,-17.61,-17.0164605,0.046,0.04209944,73.57,76.64,-9.32,0.063,0
2003,2,3,9,30,-12.07,-11.6523555,0.055,0.05096075,169,192.4,-9.45,0.063,0
2003,2,3,10,0,-10.01,-9.6577605,0.049,0.04505321,267.6,345.6,-9.55,0.063,0
2003,2,3,10,30,-9.33,-8.9993505,0.046,0.04209944,369.2,509.9,-9.59,0.063,0
2003,2,3,11,0,-8.62,-8.311893,0.053,0.04899157,458.8,665.9,-9.52,0.063,0
2003,2,3,11,30,-7.936,-7.64961,0.051,0.04702239,533.7,800,-9.29,0.063,0
2003,2,3,12,0,-6.803,-6.55258275,0.047,0.04308403,593.6,919,-8.9,0.063,0
2003,2,3,12,30,-6.249,-6.01617225,0.044,0.04013026,638.8,1014,-8.4,0.063,0
2003,2,3,13,0,-5.445,-5.23769925,0.04,0.0361919,668,1080,-7.843,0.063,0
2003,2,3,13,30,-5.189,-4.98982725,0.033,0.02929977,681.5,1116,-7.267,0.063,0
2003,2,3,14,0,-4.538,-4.3594965,0.033,0.02929977,675.9,1120,-6.699,0.063,0
2003,2,3,14,30,-3.889,-3.73110225,0.032,0.02831518,650.7,1089,-6.149,0.064,0
2003,2,3,15,0,-3.785,-3.63040425,0.031,0.02733059,617.1,1035,-5.634,0.064,0
2003,2,3,15,30,-3.474,-3.3292785,0.033,0.02929977,564.7,949,-5.174,0.064,0
2003,2,3,16,0,-2.947,-2.81901075,0.036,0.03225354,491.2,832,-4.792,0.065,0
2003,2,3,16,30,-3.183,-3.04751775,0.04,0.0361919,386,654.6,-4.493,0.065,0
2003,2,3,17,0,-3.676,-3.524865,0.042,0.03816108,231.3,402.8,-4.291,0.065,0
2003,2,3,17,30,-4.573,-4.39338525,0.045,0.04111485,121.3,216.8,-4.202,0.066,0
2003,2,3,18,0,-4.872,-4.682892,0.05,0.0460378,108.9,182.9,-4.241,0.066,0
2003,2,3,18,30,-8.38,-8.079513,0.045,0.04111485,12.24,0,-4.347,0.066,0
2003,2,3,19,0,-13.88,-13.404888,0.036,0.03225354,0,0,-4.545,0.066,0
2003,2,3,19,30,-14.5,-14.005203,0.041,0.03717649,0,0,-4.835,0.066,0
2003,2,3,20,0,-13.76,-13.288698,0.049,0.04505321,0.077,0,-5.148,0.066,0
2003,2,3,20,30,-12.61,-12.1752105,0.063,0.05883747,0,0,-5.456,0.066,0
2003,2,3,21,0,-13.31,-12.8529855,0.066,0.06179124,0,0,-5.742,0.066,0
2003,2,3,21,30,-14.79,-14.2859955,0.064,0.05982206,0,0,-6.021,0.066,0
2003,2,3,22,0,-15.36,-14.837898,0.066,0.06179124,0,0,-6.298,0.066,0
2003,2,3,22,30,-16.92,-16.348368,0.066,0.06179124,0,0,-6.565,0.066,0
2003,2,3,23,0,-16.57,-16.0094805,0.071,0.06671419,0,0,-6.813,0.066,0
2003,2,3,23,30,-18.81,-18.1783605,0.064,0.05982206,0,0,-7.048,0.066,0
2003,2,4,0,0,-19.62,-18.962643,0.064,0.05982206,0,0,-7.281,0.066,0
2003,2,4,0,30,-19.23,-18.5850255,0.067,0.06277583,0,0,-7.507,0.066,0
2003,2,4,1,0,-19.63,-18.9723255,0.066,0.06179124,0,0,-7.716,0.066,0
2003,2,4,1,30,-20.21,-19.5339105,0.064,0.05982206,0,0,-7.915,0.065,0
2003,2,4,2,0,-18.8,-18.168678,0.074,0.06966796,0,0,-8.1,0.065,0
2003,2,4,2,30,-17.56,-16.968048,0.074,0.06966796,0,0,-8.27,0.065,0
2003,2,4,3,0,-19.98,-19.311213,0.07,0.0657296,0,0,-8.43,0.065,0
2003,2,4,3,30,-21.11,-20.4053355,0.065,0.06080665,0,0,-8.58,0.065,0
2003,2,4,4,0,-20.73,-20.0374005,0.067,0.06277583,0,0,-8.72,0.064,0
2003,2,4,4,30,-20.63,-19.9405755,0.07,0.0657296,0.028,0,-8.87,0.064,0
2003,2,4,5,0,-19.46,-18.807723,0.076,0.07163714,0.039,0,-9.01,0.064,0
2003,2,4,5,30,-17.84,-17.239158,0.087,0.08246763,0.543,0,-9.12,0.064,0
2003,2,4,6,0,-17.71,-17.1132855,0.086,0.08148304,0,0,-9.2,0.064,0
2003,2,4,6,30,-19.83,-19.1659755,0.075,0.07065255,0,0,-9.28,0.064,0
2003,2,4,7,0,-20.14,-19.466133,0.075,0.07065255,0,0,-9.39,0.064,0
2003,2,4,7,30,-21.63,-20.9088255,0.068,0.06376042,0,0,-9.52,0.064,0
2003,2,4,8,0,-19.92,-19.253118,0.077,0.07262173,0.372,0,-9.66,0.063,0
2003,2,4,8,30,-21.62,-20.899143,0.067,0.06277583,5.839,10.69,-9.8,0.063,0
2003,2,4,9,0,-19.62,-18.962643,0.084,0.07951386,51.89,62.54,-9.93,0.063,0
2003,2,4,9,30,-15.54,-15.012183,0.109,0.10412861,116.9,142.5,-10.03,0.063,0
2003,2,4,10,0,-12.4,-11.971878,0.109,0.10412861,235.5,304.5,-10.07,0.063,0
2003,2,4,10,30,-11.04,-10.655058,0.112,0.10708238,333.3,461.1,-10.04,0.063,0
2003,2,4,11,0,-10.05,-9.6964905,0.114,0.10905156,421.2,609.3,-9.9,0.063,0
2003,2,4,11,30,-8.75,-8.4377655,0.119,0.11397451,502.3,749.9,-9.64,0.063,0
2003,2,4,12,0,-7.51,-7.2371355,0.118,0.11298992,568.3,878,-9.24,0.063,0
2003,2,4,12,30,-6.116,-5.887395,0.124,0.11889746,614.7,979,-8.73,0.063,0
2003,2,4,13,0,-5.003,-4.80973275,0.129,0.12382041,641.5,1041,-8.17,0.063,0
2003,2,4,13,30,-4.519,-4.34109975,0.135,0.12972795,660.6,1086,-7.592,0.063,0
2003,2,4,14,0,-3.548,-3.400929,0.134,0.12874336,657.4,1094,-7.015,0.063,0
2003,2,4,14,30,-2.987,-2.85774075,0.129,0.12382041,642.7,1075,-6.46,0.064,0
2003,2,4,15,0,-2.246,-2.1402675,0.123,0.11791287,636.4,1064,-5.931,0.064,0
2003,2,4,15,30,-1.89,-1.7955705,0.125,0.11988205,516.7,865,-5.442,0.064,0
2003,2,4,16,0,-2.403,-2.29228275,0.124,0.11889746,407.8,676.8,-5.002,0.064,0
2003,2,4,16,30,-2.489,-2.37555225,0.106,0.10117484,343,574.1,-4.709,0.065,0
2003,2,4,17,0,-3.306,-3.1666125,0.141,0.13563549,279.1,456.8,-4.512,0.065,0
2003,2,4,17,30,-5.954,-5.7305385,0.214,0.20751056,73.64,127.2,-4.344,0.065,0
2003,2,4,18,0,-6.396,-6.158505,0.224,0.21735646,72.61,118.3,-4.308,0.066,0
2003,2,4,18,30,-6.981,-6.72493125,0.215,0.20849515,9.15,0,-4.367,0.066,0
2003,2,4,19,0,-6.964,-6.708471,0.205,0.19864925,0.367,0,-4.484,0.066,0
2003,2,4,19,30,-7.997,-7.70867325,0.24,0.2331099,0,0,-4.615,0.066,0
2003,2,4,20,0,-9.33,-8.9993505,0.234,0.22720236,0,0,-4.743,0.066,0
2003,2,4,20,30,-10.29,-9.9288705,0.211,0.20455679,0.101,0,-4.889,0.067,0
2003,2,4,21,0,-9.16,-8.834748,0.242,0.23507908,0.791,0,-5.053,0.067,0
2003,2,4,21,30,-9.61,-9.2704605,0.246,0.23901744,0,0,-5.186,0.067,0
2003,2,4,22,0,-10.15,-9.7933155,0.236,0.22917154,0,0,-5.306,0.067,0
2003,2,4,22,30,-11.25,-10.8583905,0.214,0.20751056,0,0,-5.446,0.067,0
2003,2,4,23,0,-13.18,-12.727113,0.182,0.17600368,0.742,0,-5.609,0.067,0
2003,2,4,23,30,-10.84,-10.461408,0.223,0.21637187,0.662,0,-5.774,0.067,0
2003,2,5,0,0,-10.85,-10.4710905,0.213,0.20652597,0,0,-5.905,0.067,0
2003,2,5,0,30,-11.55,-11.1488655,0.198,0.19175712,0,0,-6.038,0.067,0
2003,2,5,1,0,-11.78,-11.371563,0.188,0.18191122,0,0,-6.181,0.066,0
2003,2,5,1,30,-11.99,-11.5748955,0.185,0.17895745,0.289,0,-6.337,0.066,0
2003,2,5,2,0,-12.01,-11.5942605,0.187,0.18092663,0.189,0,-6.463,0.066,0
2003,2,5,2,30,-11.78,-11.371563,0.187,0.18092663,0,0,-6.544,0.066,0
2003,2,5,3,0,-11.91,-11.4974355,0.183,0.17698827,0.024,0,-6.619,0.066,0
2003,2,5,3,30,-13.73,-13.2596505,0.151,0.14548139,0,0,-6.694,0.066,0
2003,2,5,4,0,-13.57,-13.1047305,0.155,0.14941975,0,0,-6.805,0.066,0
2003,2,5,4,30,-16.42,-15.864243,0.12,0.1149591,0,0,-6.962,0.066,0
2003,2,5,5,0,-19.97,-19.3015305,0.088,0.08345222,0,0,-7.16,0.066,0
2003,2,5,5,30,-21.15,-20.4440655,0.079,0.07459091,0,0,-7.371,0.066,0
2003,2,5,6,0,-21.57,-20.8507305,0.075,0.07065255,0,0,-7.573,0.066,0
2003,2,5,6,30,-22.05,-21.3154905,0.071,0.06671419,0,0,-7.769,0.065,0
2003,2,5,7,0,-21.58,-20.860413,0.074,0.06966796,0,0,-7.959,0.065,0
2003,2,5,7,30,-21.8,-21.073428,0.072,0.06769878,0,0,-8.14,0.065,0
2003,2,5,8,0,-22.19,-21.4510455,0.069,0.06474501,0,0,-8.31,0.065,0
2003,2,5,8,30,-20.48,-19.795338,0.083,0.07852927,4.349,8.55,-8.48,0.065,0
2003,2,5,9,0,-18.2,-17.587728,0.099,0.09428271,79.08,61.27,-8.63,0.065,0
2003,2,5,9,30,-13.85,-13.3758405,0.144,0.13858926,188.1,160.2,-8.74,0.065,0
2003,2,5,10,0,-10.89,-10.5098205,0.169,0.16320401,283.3,292.7,-8.8,0.064,0
2003,2,5,10,30,-10.09,-9.7352205,0.172,0.16615778,398.1,492.2,-8.8,0.064,0
